"id","rated","turns","victory_status","winner","increment_code","white_rating","black_rating","opening_eco","opening_name","opening_ply","base_minutes"
"2icRDIZI","TRUE",120,"mate","black","10+0",1589,1569,"D92","Gruenfeld Defense: Three Knights Variation |  Hungarian Attack",9,10
"ktRhE4Ky","TRUE",71,"draw","draw","10+0",1570,1555,"C55","Italian Game: Anti-Fried Liver Defense",6,10
"5AYA7mBv","TRUE",97,"mate","white","10+0",1559,1557,"C00","French Defense: Knight Variation",3,10
"qGThbTuM","TRUE",60,"resign","white","10+0",1546,1571,"A45","Indian Game",2,10
"pLR3kRgy","TRUE",57,"resign","white","10+0",1550,1567,"B21","Sicilian Defense: Smith-Morra Gambit Declined |  Push Variation",6,10
"sAjNrfSm","TRUE",111,"resign","white","8+0",1840,1564,"C45","Scotch Game: Haxo Gambit",8,8
"BON8sFeZ","TRUE",119,"resign","black","10+0",1660,1549,"A49","East Indian Defense",4,10
"PREaBSqk","TRUE",33,"mate","white","10+0",1534,1678,"C41","Philidor Defense",5,10
"CmAh08GF","TRUE",32,"resign","white","10+0",1789,1538,"E10","Blumenfeld Countergambit #2",6,10
"FpZiajAh","TRUE",96,"resign","black","15+0",1841,1921,"C22","Center Game: Berger Variation",8,15
"uFREIMDF","TRUE",92,"draw","draw","8+10",1926,1737,"A04","Zukertort Opening: Queenside Fianchetto Variation",2,8
"4Wozw7Zh","TRUE",64,"resign","black","8+2",1629,1887,"D00","Queen's Pawn Game #2",3,8
"9r2yzwRq","TRUE",85,"resign","white","20+8",1500,1568,"A09","Reti Opening: Reti Accepted",4,20
"e4UoYNOg","TRUE",40,"resign","black","10+0",1780,2132,"B90","Sicilian Defense: Najdorf Variation",10,10
"sn4zdyQb","TRUE",58,"resign","black","10+0",966,1124,"B01","Scandinavian Defense",2,10
"ppPlxT3Q","TRUE",26,"outoftime","black","15+15",884,951,"A01","Nimzo-Larsen Attack: Modern Variation",2,15
"D0idNTxu","TRUE",4,"outoftime","black","15+15",945,1070,"C40","King's Knight Opening",3,15
"yTbYtCF6","TRUE",118,"mate","black","10+0",971,1149,"B00","King's Pawn Game: Nimzowitsch Defense",3,10
"AEIBxJhK","TRUE",11,"mate","white","15+15",1238,985,"A00","Van't Kruijs Opening",1,15
"mwcADhNn","TRUE",163,"outoftime","draw","10+0",972,1247,"A20","English Opening: King's English Variation",2,10
"ygHSZzNE","TRUE",95,"mate","white","10+0",1107,961,"B00","Nimzowitsch Defense: Mikenas Variation",4,10
"9MESu3hH","TRUE",37,"resign","black","10+0",974,1129,"D00","Queen's Pawn Game: Chigorin Variation",3,10
"tBXOrjlO","TRUE",101,"mate","white","10+2",1203,970,"C21","Center Game #2",3,10
"J5DYrnEf","TRUE",80,"outoftime","black","10+0",998,937,"C00","French Defense: Pelikan Variation",5,10
"o5ZRUXrY","TRUE",78,"resign","black","10+0",1016,1126,"A00","Van't Kruijs Opening",1,10
"e5CGewyU","TRUE",89,"outoftime","draw","10+0",1025,1153,"C01","French Defense: Mediterranean Defense",4,10
"fV2cuf3p","TRUE",42,"mate","black","10+0",1047,1151,"D02","Queen's Pawn Game: Chigorin Variation",4,10
"baOLL2ej","TRUE",8,"outoftime","black","10+0",998,1016,"C44","Ponziani Opening: Romanishin Variation",6,10
"tHHd8ejz","TRUE",101,"outoftime","white","10+0",1127,1044,"C20","King's Pawn Game: Wayward Queen Attack",3,10
"E9Es660b","TRUE",65,"outoftime","white","10+0",1020,1200,"D02","Queen's Pawn Game: Zukertort Variation",3,10
"0Hl7FLEs","TRUE",60,"mate","black","10+0",1069,1071,"D02","Queen's Pawn Game: Symmetrical Variation",4,10
"6pOeX4hN","TRUE",71,"draw","draw","10+0",1071,1068,"D00","Queen's Pawn Game: Mason Attack",3,10
"zALflmF8","TRUE",44,"resign","black","10+0",1115,1223,"D01","Queen's Pawn Game: Chigorin Variation",4,10
"F8euV2Zp","TRUE",20,"resign","black","10+0",1190,1213,"D01","Queen's Pawn Game: Chigorin Variation",4,10
"VC0euQZC","TRUE",41,"resign","white","10+0",1337,1337,"C40","King's Knight Opening",3,10
"F0rtsvLh","TRUE",40,"resign","black","10+0",1500,1500,"B01","Scandinavian Defense",2,10
"vI6soB0y","TRUE",27,"resign","white","25+25",1500,1571,"C41","Philidor Defense: Exchange Variation #2",7,25
"RHqtUgcA","TRUE",59,"resign","black","15+10",1367,1866,"A00","Van't Kruijs Opening",1,15
"pCdIqYQn","TRUE",19,"mate","white","10+0",1590,1373,"B00","Owen Defense",2,10
"7DyaFpEQ","TRUE",50,"mate","black","10+0",1377,1667,"A00","Hungarian Opening",1,10
"gDy9stbN","TRUE",34,"resign","black","10+0",1558,1358,"C88","Ruy Lopez: Closed Variations |  Rosen Attack",15,10
"0izXEQL0","TRUE",67,"resign","white","10+0",1372,1408,"C41","Philidor Defense #3",5,10
"PDmTWzdY","TRUE",125,"mate","white","8+0",1382,1414,"C01","French Defense: Exchange Variation",5,8
"l33LvAGO","TRUE",76,"resign","black","15+5",1320,1400,"C00","French Defense: Knight Variation",3,15
"VVMmBXVj","TRUE",121,"resign","white","15+5",1383,1330,"A46","Torre Attack #2",3,15
"nrOeTNGE","TRUE",116,"outoftime","black","16+0",1469,1357,"C02","French Defense: Advance Variation |  Paulsen Attack",9,16
"9GK7Wbwa","TRUE",110,"draw","draw","15+10",1588,1691,"C50","Italian Game: Giuoco Pianissimo |  Normal",8,15
"RQKVDRu3","TRUE",67,"mate","white","15+3",1541,1586,"B34","Sicilian Defense: Accelerated Dragon |  Modern Variation",9,15
"aqIy0Ek9","TRUE",39,"mate","white","25+15",1569,1569,"A01","Nimzo-Larsen Attack: Classical Variation",2,25
"scqVJjj2","TRUE",37,"resign","white","10+10",1903,1512,"E20","Nimzo-Indian Defense: Ragozin Variation",8,10
"BoBZJpRS","TRUE",37,"mate","white","20+0",1612,1450,"B13","Caro-Kann Defense: Exchange Variation",5,20
"XLvG0Fxw","TRUE",51,"resign","white","10+0",1462,1464,"A00","Global Opening",3,10
"kI6eU49k","TRUE",79,"mate","white","10+0",1450,1486,"C33","King's Gambit Accepted |  Bishop's Gambit |  Lopez Defense",6,10
"wbR4KA2i","TRUE",83,"resign","white","10+0",1439,1418,"C33","King's Gambit Accepted |  Bishop's Gambit",5,10
"eTcONlGD","TRUE",14,"resign","black","8+8",1728,1500,"C55","Italian Game: Two Knights Defense",6,8
"AFrSI2mE","TRUE",21,"resign","white","10+0",1547,1563,"B02","Alekhine Defense: Scandinavian Variation",4,10
"Of7utwYA","TRUE",47,"resign","white","10+0",1863,1567,"B02","Alekhine Defense",2,10
"MbJQrZqR","TRUE",38,"resign","white","10+0",1559,1423,"A40","Horwitz Defense",2,10
"57CfXLeQ","TRUE",34,"resign","black","10+0",1570,1611,"B06","Modern Defense: Geller's System",7,10
"6jtIjE2R","TRUE",39,"resign","white","10+0",1562,1582,"B03","Alekhine Defense",6,10
"RXnpG2TZ","TRUE",49,"resign","white","16+7",1591,1326,"D00","Queen's Pawn Game: Mason Attack",3,16
"FgNBqN3z","TRUE",38,"outoftime","black","10+10",1560,1580,"B02","Alekhine Defense: Scandinavian Variation",4,10
"hbxnJvqu","TRUE",48,"resign","black","10+0",1579,1841,"E00","Indian Game: East Indian Defense",4,10
"eZH6krXF","TRUE",50,"resign","black","10+0",1877,1558,"C11","French Defense: Steinitz Variation #2",11,10
"qKXrw2ki","TRUE",57,"resign","white","10+0",1536,1962,"A45","Trompowsky Attack",3,10
"FhfFRSoX","TRUE",148,"outoftime","draw","10+0",1529,1763,"D00","Queen's Pawn Game: Mason Attack",3,10
"EHmTVpmX","TRUE",62,"mate","black","10+7",1590,1515,"B01","Scandinavian Defense: Modern Variation #2",4,10
"XUuJhAEP","TRUE",29,"resign","white","10+0",1653,1522,"A80","Dutch Defense",2,10
"1CEn79ih","TRUE",52,"mate","black","10+0",1675,1505,"B01","Scandinavian Defense: Panov Transfer",6,10
"EHODQ73d","TRUE",26,"mate","black","10+0",1547,1491,"B01","Scandinavian Defense: Panov Transfer",6,10
"Wt4pO0yV","TRUE",59,"resign","black","10+0",1507,1399,"A40","Englund Gambit",2,10
"37DIkyQP","TRUE",2,"draw","draw","10+0",1641,1502,"B01","Scandinavian Defense",2,10
"BThm18qK","TRUE",195,"draw","draw","10+0",1496,1703,"A48","London System",5,10
"IgqWb3wU","TRUE",56,"resign","black","10+0",1482,1484,"B01","Scandinavian Defense: Modern Variation #2",4,10
"TAdphcbm","TRUE",40,"resign","black","10+0",1486,1909,"A40","Modern Defense",2,10
"63lPam9c","TRUE",31,"mate","white","10+0",1919,1488,"A11","English Opening: Caro-Kann Defensive System",2,10
"I400IkFs","TRUE",60,"resign","black","10+0",1488,2192,"A45","Indian Game",2,10
"Q9Bk2G35","TRUE",45,"resign","white","10+0",1470,1684,"D00","Queen's Pawn Game: Mason Attack",3,10
"bubeMcp6","TRUE",17,"resign","white","10+0",1586,1473,"D02","Queen's Pawn Game: London System",5,10
"pxoOFfHH","TRUE",34,"resign","white","10+0",1548,1488,"B03","Alekhine Defense",6,10
"Av8udV1F","TRUE",36,"mate","black","10+0",1500,1501,"A45","Indian Game",2,10
"RIrGfA5F","TRUE",62,"mate","black","10+0",1509,1487,"B05","Alekhine Defense: Modern Variation |  Main Line",8,10
"lFN4Gvv1","TRUE",34,"resign","black","10+0",1495,1771,"A45","Indian Game",2,10
"vCxVnALT","TRUE",64,"resign","black","10+3",1142,1679,"D00","Queen's Pawn Game #2",3,10
"BAKj62Jt","TRUE",15,"mate","white","10+3",1678,1148,"C21","Danish Gambit Accepted |  Classical Defense",10,10
"IhPROx4l","TRUE",40,"resign","black","10+3",1154,1676,"A00","Mieses Opening",1,10
"FEAnKMLP","TRUE",128,"draw","draw","10+3",1686,1098,"B00","Carr Defense",2,10
"wwF013vq","TRUE",48,"resign","black","10+3",1102,1685,"A00","Polish Opening",1,10
"UVCNEXse","TRUE",51,"mate","white","10+3",1684,1107,"C01","French Defense: Mediterranean Defense",4,10
"GHlw6n8z","TRUE",42,"resign","black","15+15",1295,1240,"D11","Slav Defense: Bonet Gambit",7,15
"yLhzi5Dd","TRUE",63,"resign","white","15+2",1430,1302,"D03","Queen's Pawn Game: Torre Attack",5,15
"gH21a6oq","TRUE",32,"resign","black","10+0",1314,1270,"D20","Queen's Gambit Accepted: Old Variation",5,10
"Un8lFrlI","TRUE",90,"resign","black","15+15",1321,1451,"D50","Queen's Gambit Declined: Modern Variation",7,15
"xNeUwMhV","TRUE",41,"mate","white","15+15",1300,1333,"B52","Sicilian Defense: Canal Attack |  Main Line",6,15
"ckyHRYkd","TRUE",43,"resign","white","15+2",1318,1449,"D06","Queen's Gambit Refused: Marshall Defense",4,15
"qRI4whmd","TRUE",38,"resign","black","15+2",1450,1303,"A73","Benoni Defense: Classical Variation |  Main Line",17,15
"fE1B5wMl","TRUE",41,"mate","white","15+2",1290,1367,"D20","Queen's Gambit Accepted: Old Variation",5,15
"pbX2HMso","TRUE",84,"resign","black","15+2",1300,1330,"D35","Queen's Gambit Declined: Exchange Variation |  Positional Variation #2",9,15
"TVcCQzD5","TRUE",56,"resign","black","15+2",1209,1291,"A01","Nimzo-Larsen Attack: Modern Variation #4",5,15
"KYsVM4yI","TRUE",30,"resign","black","15+2",1299,1418,"D31","Semi-Slav Defense: Accelerated Move Order",6,15
"5FPLsNja","TRUE",67,"resign","white","15+2",1348,1308,"C20","King's Pawn Game: Wayward Queen Attack",3,15
"uBwEbVAF","TRUE",56,"resign","black","15+2",1318,1366,"D20","Queen's Gambit Accepted: Old Variation",5,15
"7sZ6ADlB","TRUE",103,"resign","white","15+2",1324,1329,"C44","Ponziani Opening: Jaenisch Counterattack",6,15
"1iCdDMNl","TRUE",40,"mate","black","15+2",1345,1187,"D20","Queen's Gambit Accepted: Old Variation",5,15
"8lPSOnVV","TRUE",52,"resign","black","15+2",1352,1149,"D31","Queen's Gambit Declined: Queen's Knight Variation",5,15
"YQvHXNdq","TRUE",57,"draw","draw","15+2",1350,1429,"D35","Queen's Gambit Declined: Exchange Variation |  Positional Variation",10,15
"BHUzGb7V","TRUE",23,"resign","white","15+2",1403,1340,"A40","Englund Gambit Declined |  Reversed French",3,15
"W3fUpxff","TRUE",39,"mate","white","15+2",1322,1072,"D20","Queen's Gambit Accepted: Old Variation",5,15
"eCQSU6WF","TRUE",52,"resign","black","15+2",1331,1382,"D08","Queen's Gambit Refused: Albin Countergambit",4,15
"sOofcpg2","TRUE",41,"resign","white","15+2",1373,1341,"D21","Queen's Gambit Accepted: Rosenthal Variation",6,15
"stoudusq","TRUE",33,"resign","white","15+15",1350,1265,"C44","Scotch Game",5,15
"Q8AA3Qby","TRUE",58,"resign","black","15+15",1270,1299,"D00","Queen's Pawn Game: Chigorin Variation",3,15
"R9lE5mr6","TRUE",31,"mate","white","15+15",1223,1282,"B01","Scandinavian Defense: Mieses-Kotroc Variation",4,15
"KKoEd9W4","TRUE",15,"resign","white","15+15",1289,1306,"C50","Four Knights Game: Italian Variation",8,15
"AFBQ040C","TRUE",32,"resign","black","15+15",1007,1268,"C50","Italian Game: Hungarian Defense",6,15
"jRosMYvP","TRUE",45,"resign","white","10+0",1170,1179,"C21","Center Game",5,10
"47I7Smmy","TRUE",25,"resign","white","10+0",1442,1183,"C70","Ruy Lopez: Morphy Defense |  Caro Variation",8,10
"mjeeolDf","TRUE",15,"resign","white","15+15",1172,1170,"C42","Russian Game: Three Knights Game",5,15
"bn6tE2Gy","TRUE",62,"resign","black","15+15",1178,1346,"B18","Caro-Kann Defense: Classical Variation",8,15
"SQz0aocr","TRUE",59,"resign","white","15+15",1171,1190,"C53","Italian Game: Classical Variation |  Center Attack",9,15
"9bpYNzjf","TRUE",51,"resign","white","15+15",1175,1329,"C78","Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation",10,15
"faXIXTIb","TRUE",22,"resign","black","15+15",1273,1160,"D00","Queen's Pawn Game",2,15
"BvcCXIJt","TRUE",27,"resign","white","10+0",1154,974,"C41","Philidor Defense",5,10
"FH8TvLSY","TRUE",34,"resign","black","15+15",1167,1122,"C65","Ruy Lopez: Berlin Defense #2",6,15
"99ONvKAR","TRUE",79,"outoftime","white","10+0",1439,1171,"C70","Ruy Lopez: Morphy Defense |  Graz Variation",10,10
"ukTTpK9V","TRUE",73,"resign","white","15+15",1245,1170,"C53","Italian Game: Classical Variation |  Giuoco Pianissimo",9,15
"XwMJo8Hb","TRUE",74,"mate","black","10+0",1250,1156,"A00","Hungarian Opening",1,10
"Wxgi9dv0","TRUE",92,"resign","black","10+0",1164,1263,"C70","Ruy Lopez: Morphy Defense |  Caro Variation",8,10
"zijw7opz","TRUE",26,"resign","black","15+15",1173,1251,"B30","Sicilian Defense: Nyezhmetdinov-Rossolimo Attack",5,15
"5XspUzEQ","TRUE",40,"mate","black","15+15",1089,1165,"C50","Giuoco Piano",6,15
"mF8Y8wMD","TRUE",77,"resign","white","10+0",1278,1173,"C20","King's Pawn Game: Macleod Attack",3,10
"0iDlMyOe","TRUE",58,"resign","black","15+15",1178,1391,"C64","Ruy Lopez: Classical Variation",6,15
"S6w3WP4J","TRUE",51,"mate","white","15+15",1164,1293,"C70","Ruy Lopez: Morphy Defense |  Graz Variation",10,15
"dMKJGAdC","TRUE",73,"outoftime","white","10+0",1353,1170,"C53","Italian Game: Classical Variation #2",7,10
"XRepUkbo","TRUE",50,"mate","black","15+15",1030,1162,"D02","Queen's Pawn Game: Zukertort Variation",3,15
"8qrohlbN","TRUE",52,"resign","black","15+15",1176,1118,"C42","Petrov's Defense",4,15
"YjfJDGGF","TRUE",11,"mate","white","15+15",1353,1181,"C20","Bishop's Opening: Boi Variation",4,15
"z3qhi0Bd","TRUE",61,"resign","white","15+15",1184,1184,"C44","Scotch Game",5,15
"mN4q9WaV","TRUE",19,"resign","white","15+15",1171,1252,"C42","Russian Game: Three Knights Game",5,15
"o2qYkjN6","TRUE",51,"resign","white","15+15",1157,1234,"C55","Italian Game: Two Knights Defense |  Modern Bishop's Opening",7,15
"KCGLwr8V","TRUE",12,"resign","black","15+15",1034,1149,"D01","Queen's Pawn Game: Chigorin Variation",4,15
"x1WIDEZK","TRUE",86,"draw","draw","15+15",1156,886,"C50","Italian Game",5,15
"snYK1vb6","TRUE",27,"mate","white","15+15",1142,1226,"C00","French Defense: Normal Variation",3,15
"tCGqQulN","TRUE",86,"mate","black","15+15",1042,1133,"C20","King's Pawn Game: Leonardis Variation",3,15
"d8WlBOrX","TRUE",61,"mate","white","15+15",1123,1084,"C40","Elephant Gambit: Paulsen Countergambit",6,15
"pWKk30rV","TRUE",53,"mate","white","15+15",1247,1122,"C20","King's Pawn Game: Leonardis Variation",3,15
"wQrRnpIt","TRUE",50,"mate","black","15+15",1070,1112,"A00","Van't Kruijs Opening",1,15
"qFF2fQKT","TRUE",16,"resign","white","15+15",1099,1173,"C15","French Defense: Winawer Variation |  Winckelmann-Riemer Gambit",7,15
"3hcX07ip","TRUE",110,"outoftime","black","10+0",1114,1027,"C00","French Defense: Two Knights Variation",5,10
"bg6UbBVr","TRUE",45,"mate","white","15+15",914,1133,"C46","Three Knights Opening",5,15
"qful43xo","TRUE",93,"mate","white","15+15",1125,996,"C42","Russian Game: Three Knights Game",5,15
"tSsmRu5M","TRUE",105,"resign","white","15+15",1242,1125,"C26","Vienna Game: Falkbeer Variation",4,15
"FdDUEr14","TRUE",60,"resign","black","15+15",1133,1234,"C50","Giuoco Piano",6,15
"KNp9mDXB","TRUE",58,"mate","black","15+15",981,1127,"C70","Ruy Lopez",6,15
"SdKFE3PV","TRUE",65,"mate","white","15+15",1111,1219,"C48","Four Knights Game: Spanish Variation",7,15
"6eguvCWU","TRUE",56,"mate","black","15+15",1126,1054,"C41","Philidor Defense",5,15
"BLTfqEmu","TRUE",64,"resign","black","15+15",1147,908,"B00","Goldsmith Defense: Picklepuss Defense",4,15
"x0M9UzvX","TRUE",4,"resign","black","15+15",914,1141,"A00","Ware Opening",1,15
"HDH18gtj","TRUE",58,"resign","black","10+0",1984,1948,"B06","Modern Defense: Standard Defense",6,10
"lHNSzBps","TRUE",34,"resign","black","10+0",1954,2158,"B23","Sicilian Defense: Closed Variation",3,10
"ihRvX5OV","TRUE",115,"mate","white","10+0",2100,1960,"A45","Indian Game",2,10
"ZYvbvpag","TRUE",48,"draw","draw","10+0",1945,1961,"B01","Scandinavian Defense: Marshall Variation",6,10
"BnUS7DQe","TRUE",56,"draw","draw","10+0",1982,1960,"B01","Scandinavian Defense",2,10
"W8zaOGXs","TRUE",54,"resign","black","10+0",1974,1899,"A01","Nimzo-Larsen Attack: Classical Variation",2,10
"TpxYFubZ","TRUE",37,"resign","white","10+0",2068,1982,"B09","Pirc Defense: Austrian Attack |  Unzicker Attack",11,10
"N7FMrhyD","TRUE",81,"resign","white","10+0",1959,2028,"A01","Nimzo-Larsen Attack",1,10
"leveeyFX","TRUE",45,"resign","white","10+0",2005,1969,"A02","Bird Opening",1,10
"cRu3Kf1o","TRUE",161,"mate","white","10+0",1960,1868,"A01","Nimzo-Larsen Attack: English Variation",2,10
"gShSMXDR","TRUE",88,"resign","black","10+0",1964,2287,"B00","Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation",5,10
"NYlPGBFO","TRUE",148,"draw","draw","10+0",1914,1965,"B01","Scandinavian Defense: Modern Variation #2",4,10
"brC35BxF","TRUE",119,"mate","white","10+0",1951,2049,"A01","Nimzo-Larsen Attack: Classical Variation",2,10
"fwGfUhX6","TRUE",60,"resign","black","10+0",2149,1933,"A52","Budapest Defense: Adler Variation",7,10
"h0irlyP1","TRUE",34,"mate","black","10+0",1599,1929,"B01","Scandinavian Defense: Icelandic-Palme Gambit",6,10
"eliy5ecl","TRUE",94,"resign","black","10+0",1882,1919,"B01","Scandinavian Defense: Icelandic-Palme Gambit",6,10
"3sNZxnJZ","TRUE",122,"mate","black","10+0",1699,1914,"B01","Scandinavian Defense: Modern Variation",5,10
"fFfNpkab","TRUE",44,"resign","black","10+0",1916,2285,"A01","Nimzo-Larsen Attack: Symmetrical Variation",2,10
"k8bpLGVX","TRUE",26,"resign","black","10+0",1936,1638,"A01","Nimzo-Larsen Attack: Modern Variation #4",5,10
"inhWg7LE","TRUE",116,"resign","black","10+0",1758,1929,"B01","Scandinavian Defense: Modern Variation #2",4,10
"s8b6pWX3","TRUE",31,"resign","white","10+0",1265,1957,"B00","Nimzowitsch Defense: Scandinavian Variation |  Advance Variation",5,10
"FGUuHBIN","TRUE",133,"mate","white","10+0",1954,1578,"E90","King's Indian Defense: Normal Variation |  Rare Defenses",9,10
"H8ZbC9Nb","TRUE",52,"outoftime","black","10+0",1245,1228,"C60","Ruy Lopez",5,10
"c97bIIYV","TRUE",70,"outoftime","black","10+0",1287,1099,"B20","Sicilian Defense",2,10
"YcFsnSyR","TRUE",75,"resign","white","10+0",1211,1230,"B20","Sicilian Defense",2,10
"3zUeArOl","TRUE",61,"mate","white","10+0",1344,1500,"B50","Sicilian Defense",4,10
"zJiScU54","TRUE",52,"mate","black","10+0",1456,1604,"D20","Queen's Gambit Accepted",4,10
"Z4SG1Ob7","TRUE",36,"resign","black","10+0",1378,1318,"C00","French Defense: Knight Variation",3,10
"8MfLGOXL","TRUE",64,"resign","black","10+0",1500,1487,"D10","Slav Defense #2",5,10
"JAAIwQEV","TRUE",65,"resign","white","15+15",1714,1709,"A43","Franco-Benoni Defense",5,15
"DDTJ3Yeo","TRUE",71,"resign","white","15+15",1613,1729,"C02","French Defense: Advance Variation |  Paulsen Attack",9,15
"hn1NqGaN","TRUE",50,"resign","black","15+15",1731,2127,"B06","Robatsch (Modern) Defense",4,15
"33xKIuG7","TRUE",54,"mate","black","15+15",1739,1840,"A65","Benoni Defense: King's Pawn Line",11,15
"tKZv5wGC","TRUE",76,"mate","black","15+15",1760,1718,"C02","French Defense: Advance Variation #2",7,15
"c2WR287x","TRUE",61,"resign","white","15+15",1708,1729,"C02","French Defense: Advance Variation",8,15
"MIapptBf","TRUE",53,"resign","white","15+15",1721,1643,"D30","Queen's Gambit Declined",4,15
"J2GvS4LK","TRUE",24,"resign","black","15+15",1707,1712,"C07","French Defense: Tarrasch Variation |  Open System |  Suechting Line",7,15
"Sfay2hYj","TRUE",64,"mate","black","10+2",1170,1662,"B01","Scandinavian Defense",2,10
"Z0VzPUPm","TRUE",71,"mate","white","10+5",1100,1306,"A04","Zukertort Opening: Quiet System",3,10
